"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"AMRH","2440","2011-02-22","2020-11-13","14","2015-08-14","2019-08-14"
"AMRHW","494","2017-11-17","2020-11-13","0","NULL","NULL"
"AMRK","1681","2014-03-17","2020-11-13","28","2014-03-27","2020-11-10"
"AMRN","5756","1998-01-02","2020-11-13","38","2011-05-10","2020-11-05"
"AMRS","2552","2010-09-28","2020-11-13","39","2010-11-04","2020-11-05"
"AMRWW","738","2017-04-28","2020-07-02","0","NULL","NULL"
"AMRX","2974","2009-01-15","2020-11-06","9","2019-02-28","2020-11-06"
"AMS","5748","1998-01-02","2020-11-03","39","2009-05-13","2018-11-08"
"AMSC","5756","1998-01-02","2020-11-13","45","2009-05-14","2020-11-04"
"AMSF","3773","2005-11-18","2020-11-13","46","2009-08-05","2020-10-28"
"AMST","29","2020-09-25","2020-11-04","0","NULL","NULL"
"AMSWA","5756","1998-01-02","2020-11-13","45","2009-06-25","2020-08-26"
"AMT","5712","1998-02-27","2020-11-05","45","2009-07-29","2020-10-29"
"AMTB","553","2018-08-29","2020-11-06","8","2019-01-29","2020-10-29"
"AMTBB","552","2018-08-29","2020-11-06","0","NULL","NULL"
"AMTD","5729","1998-01-02","2020-10-07","45","2009-07-21","2020-07-21"
"AMTI","107","2020-06-05","2020-11-04","2","2020-08-11","2020-11-12"
"AMTX","3617","2006-06-27","2020-11-13","24","2014-03-18","2020-11-12"
"AMWD","5756","1998-01-02","2020-11-13","46","2009-06-05","2020-08-25"
"AMX","4784","2001-02-08","2020-02-14","44","2009-04-28","2020-10-20"
"AMYT","92","2019-12-31","2020-11-04","0","NULL","NULL"
"AMZN","5756","1998-01-02","2020-11-13","46","2009-07-23","2020-10-29"
"AN","5491","1998-01-02","2019-10-28","47","2009-07-31","2020-10-21"
"ANAB","959","2017-01-26","2020-11-13","15","2017-05-11","2020-11-04"
"ANAT","5756","1998-01-02","2020-11-13","38","2009-07-28","2018-10-24"
"ANCB","1895","2011-01-26","2018-08-06","0","NULL","NULL"
"ANCN","445","2019-02-12","2020-11-13","4","2019-05-22","2020-05-07"
"ANCX","3666","2004-07-19","2019-11-05","16","2014-01-21","2017-10-25"
"ANDA","566","2015-12-08","2018-05-31","0","NULL","NULL"
"ANDAR","544","2015-12-07","2018-05-31","0","NULL","NULL"
"ANDAU","453","2015-11-25","2018-05-31","0","NULL","NULL"
"ANDAW","533","2015-12-07","2018-05-31","0","NULL","NULL"
"ANDE","5756","1998-01-02","2020-11-13","46","2009-05-06","2020-11-03"
"ANDV","4666","2000-01-03","2018-07-19","0","NULL","NULL"
"ANDX","2089","2011-04-20","2019-09-19","23","2014-02-05","2019-08-01"
"ANET","1618","2014-06-06","2020-11-05","26","2014-08-07","2020-11-02"
"ANF","5750","1998-01-02","2020-11-05","46","2009-05-15","2020-08-27"
"ANFI","1916","2012-10-11","2020-05-26","11","2012-11-20","2015-07-16"
"ANGI","2263","2011-11-17","2020-11-13","34","2012-04-26","2020-11-05"
"ANGL","2158","2012-04-11","2020-11-04","0","NULL","NULL"
"ANGO","4145","2004-06-01","2020-11-13","46","2009-07-16","2020-09-29"
"ANH","5703","1998-03-12","2020-11-05","45","2009-07-29","2020-11-03"
"ANIK","5756","1998-01-02","2020-11-13","45","2009-07-22","2020-11-04"
"ANIP","5166","2000-05-05","2020-11-13","30","2013-08-09","2020-11-05"
"ANIX","4989","2001-01-02","2020-11-06","18","2014-09-15","2020-09-08"
"ANNX","73","2020-07-24","2020-11-04","1","2020-09-08","2020-09-08"
"ANPC","195","2020-01-30","2020-11-04","0","NULL","NULL"
"ANSS","5506","1998-01-02","2019-11-18","46","2009-05-07","2020-11-04"
"ANTE","3279","2007-11-07","2020-11-13","0","NULL","NULL"
"ANTH","2699","2010-03-01","2020-11-13","33","2010-05-06","2018-05-15"
"ANTM","4994","2001-01-02","2020-11-05","24","2015-01-28","2020-10-28"
"ANTX","747","2015-05-14","2018-06-05","0","NULL","NULL"
"ANW","2968","2006-12-08","2018-09-24","0","NULL","NULL"
"ANY","3122","2008-06-24","2020-11-13","18","2014-08-29","2018-11-07"
"AOBC","5348","1999-08-17","2020-11-13","24","2014-03-04","2020-03-05"
"AOD","3471","2007-01-26","2020-11-05","0","NULL","NULL"
"AOI","4703","2000-01-03","2018-09-11","0","NULL","NULL"
"AON","5750","1998-01-02","2020-11-05","44","2010-02-05","2020-10-30"
"AOS","5750","1998-01-02","2020-11-05","46","2009-07-17","2020-10-29"
"AOSL","2657","2010-04-29","2020-11-13","41","2010-08-10","2020-11-05"
"AOUT","53","2020-08-21","2020-11-04","1","2020-09-03","2020-09-03"
"AP","5750","1998-01-02","2020-11-05","42","2009-07-28","2020-08-05"
"APA","5750","1998-01-02","2020-11-05","47","2009-07-30","2020-11-04"
"APAM","1933","2013-03-07","2020-11-05","30","2013-05-01","2020-10-27"
"APB","5298","1998-01-02","2019-01-23","0","NULL","NULL"
"APC","5438","1998-01-02","2019-09-13","42","2009-05-06","2019-07-26"
"APD","5750","1998-01-02","2020-11-05","46","2009-07-22","2020-11-11"
"APDN","4367","2003-07-15","2020-11-13","35","2011-05-16","2020-08-06"
"APDNW","1257","2014-11-17","2019-11-18","0","NULL","NULL"
"APEI","3277","2007-11-09","2020-11-13","47","2009-05-07","2020-11-09"
"APEN","3492","2005-12-09","2019-10-24","22","2014-08-08","2020-11-05"
"APEX","5288","1999-11-01","2020-11-04","0","NULL","NULL"
"APF","5350","1998-01-02","2019-06-14","0","NULL","NULL"
"APH","5750","1998-01-02","2020-11-05","46","2009-07-16","2020-10-21"
"APHA","1423","2015-03-18","2020-11-06","6","2019-04-15","2020-10-15"
"APHB","2115","2011-03-09","2019-08-02","19","2014-05-20","2018-11-08"
"API","92","2020-06-26","2020-11-04","1","2020-08-17","2020-08-17"
"APLE","1380","2015-05-18","2020-11-05","22","2015-08-06","2020-11-05"
"APLP","629","2015-11-04","2018-06-06","0","NULL","NULL"
"APLS","4445","2003-03-24","2020-11-13","11","2018-04-30","2020-11-02"
"APLT","382","2019-05-14","2020-11-13","7","2019-06-21","2020-11-12"
"APM","477","2018-12-18","2020-11-06","0","NULL","NULL"
"APO","2419","2011-03-30","2020-11-05","39","2011-05-12","2020-10-29"
"APOG","5756","1998-01-02","2020-11-13","46","2009-06-23","2020-09-17"
"APOP","1083","2016-07-29","2020-11-13","10","2016-09-01","2018-11-13"
"APOPW","670","2016-07-29","2020-11-13","0","NULL","NULL"
"APPF","1358","2015-06-26","2020-11-13","22","2015-08-06","2020-11-09"
"APPN","876","2017-05-25","2020-11-13","14","2017-08-03","2020-11-05"
"APPS","3620","2006-06-30","2020-11-13","24","2015-02-13","2020-10-29"
"APRE","276","2019-10-03","2020-11-04","4","2020-03-26","2020-11-05"
"APRI","5010","1999-04-19","2019-03-15","0","NULL","NULL"
"APRN","846","2017-06-29","2020-11-05","14","2017-08-10","2020-10-29"
"APT","5467","1999-02-16","2020-11-03","40","2009-05-05","2020-11-05"
"APTI","578","2016-09-23","2019-01-10","0","NULL","NULL"
"APTO","1527","2014-10-23","2020-11-13","25","2014-11-05","2020-11-10"
"APTS","2417","2011-04-01","2020-11-05","38","2011-08-15","2020-11-09"
"APTV","2257","2011-11-17","2020-11-05","28","2014-02-04","2020-10-29"
"APTX","601","2018-06-21","2020-11-06","10","2019-02-12","2020-11-12"
"APU","5445","1998-01-02","2019-09-20","41","2009-07-29","2019-08-05"
"APVO","1090","2016-07-20","2020-11-13","17","2016-08-25","2020-11-10"
"APWC","4367","2003-07-15","2020-11-13","26","2011-06-14","2018-12-21"
"APXT","253","2019-11-05","2020-11-04","0","NULL","NULL"
"APXTU","288","2019-09-17","2020-11-04","0","NULL","NULL"
"APXTW","188","2019-11-05","2020-11-04","0","NULL","NULL"
"APY","639","2018-04-27","2020-11-06","6","2019-02-18","2020-04-27"
"APYX","468","2019-01-02","2020-11-06","24","2014-03-31","2020-11-09"
"AQ","488","2017-11-03","2019-10-14","9","2017-11-27","2019-08-08"
"AQB","971","2017-01-09","2020-11-13","14","2017-08-04","2020-11-03"
"AQMS","1334","2015-07-31","2020-11-13","21","2015-09-14","2020-10-22"
"AQN","2767","2009-11-10","2020-11-05","14","2017-03-02","2020-11-12"
"AQNA","515","2018-10-23","2020-11-06","0","NULL","NULL"
"AQNB","373","2019-05-28","2020-11-13","0","NULL","NULL"
"AQST","578","2018-07-25","2020-11-06","8","2019-03-14","2020-11-04"
"AQUA","758","2017-11-02","2020-11-05","7","2019-02-05","2020-08-04"
"AQXP","1371","2014-03-07","2019-08-30","21","2014-08-11","2019-08-01"
"AR","1782","2013-10-10","2020-11-05","29","2013-11-06","2020-10-28"
"ARA","1146","2016-04-21","2020-11-05","15","2016-05-12","2020-11-06"
"ARAV","1672","2014-03-21","2020-11-06","22","2014-05-05","2020-11-05"
"ARAY","3468","2007-02-08","2020-11-13","47","2009-05-05","2020-10-29"
"ARC","3967","2005-02-04","2020-11-05","34","2011-02-22","2019-08-06"
"ARCB","5756","1998-01-02","2020-11-13","27","2014-05-01","2020-11-03"
"ARCC","4058","2004-10-05","2020-11-13","47","2009-05-07","2020-10-27"
"ARCE","534","2018-09-26","2020-11-06","6","2019-03-19","2020-08-17"
"ARCH","1030","2016-10-05","2020-11-05","15","2017-02-08","2020-10-22"
"ARCI","5608","1998-01-02","2020-04-16","38","2009-05-11","2018-11-13"
"ARCO","2408","2011-04-14","2020-11-05","36","2011-05-05","2020-11-11"
"ARCT","1886","2013-05-22","2020-11-13","25","2014-02-13","2020-11-09"
"ARCW","5393","1999-06-14","2020-11-13","32","2009-08-13","2018-11-14"
"ARD","920","2017-03-15","2020-11-05","15","2017-04-27","2020-10-22"
"ARDC","2000","2012-11-28","2020-11-05","0","NULL","NULL"
"ARDM","5426","1998-01-02","2019-08-21","38","2009-08-06","2018-11-15"
"ARDS","564","2018-08-14","2020-11-06","9","2019-02-12","2020-08-11"
"ARDX","1615","2014-06-19","2020-11-13","26","2014-08-07","2020-11-05"
"ARE","5750","1998-01-02","2020-11-05","47","2009-05-07","2020-10-26"
"AREC","719","2017-12-29","2020-11-12","7","2019-11-18","2020-10-30"
"ARES","1642","2014-05-02","2020-11-05","27","2014-06-10","2020-10-28"
"AREX","3131","2007-11-08","2020-04-17","42","2009-05-05","2019-08-08"
"ARGD","4510","2002-12-10","2020-11-06","0","NULL","NULL"
"ARGO","3339","2007-08-07","2020-11-06","24","2014-02-11","2020-11-02"
"ARGS","1375","2014-02-07","2019-07-25","0","NULL","NULL"
"ARGX","881","2017-05-18","2020-11-13","7","2019-02-28","2020-10-22"
"ARI","2800","2009-09-24","2020-11-05","44","2010-02-23","2020-10-26"
"ARII","3249","2006-01-23","2019-11-05","0","NULL","NULL"
"ARKR","5756","1998-01-02","2020-11-13","39","2009-05-11","2018-12-19"
"ARL","5750","1998-01-02","2020-11-05","36","2009-05-15","2018-11-13"
"ARLO","571","2018-08-03","2020-11-06","8","2019-02-05","2020-11-05"
"ARLP","5348","1999-08-17","2020-11-13","46","2009-07-28","2020-10-26"
"ARLZ","634","2016-02-08","2018-08-13","0","NULL","NULL"
"ARMK","1738","2013-12-12","2020-11-05","27","2014-02-05","2020-08-04"
"ARMP","2440","2011-03-09","2020-11-13","5","2019-11-12","2020-11-12"
"ARNA","5108","2000-07-28","2020-11-13","47","2009-05-11","2020-11-09"
"ARNC","5747","1998-01-02","2020-11-05","27","2014-01-09","2020-11-05"
"AROC","1261","2015-11-04","2020-11-05","26","2014-02-25","2020-11-02"
"AROW","5756","1998-01-02","2020-11-13","45","2009-07-17","2020-10-21"
"ARPO","787","2017-08-08","2020-11-06","6","2019-02-27","2020-11-10"
"ARQL","5548","1998-01-02","2020-02-20","43","2009-05-07","2019-10-30"
"ARQT","194","2020-01-31","2020-11-04","3","2020-05-12","2020-11-05"
"ARR","3256","2007-12-03","2020-11-05","39","2011-03-10","2020-10-21"
"ARRS","5350","1998-01-02","2019-08-21","40","2009-07-30","2019-02-21"
"ARRY","4695","2000-11-30","2019-08-30","41","2009-05-04","2019-05-07"
"ARTL","473","2017-11-14","2020-11-04","4","2019-07-15","2020-11-04"
"ARTLW","261","2019-06-21","2020-11-04","0","NULL","NULL"
"ARTNA","5756","1998-01-02","2020-11-13","39","2009-05-05","2018-11-07"
"ARTW","5756","1998-01-02","2020-11-13","37","2009-07-07","2019-02-04"
"ARTX","5529","1998-01-02","2020-01-29","43","2009-05-13","2019-11-06"
"ARVN","533","2018-09-27","2020-11-06","8","2019-03-26","2020-11-05"
"ARW","5750","1998-01-02","2020-11-05","46","2009-07-29","2020-10-29"
"ARWR","5756","1998-01-02","2020-11-13","45","2009-05-15","2020-08-05"
"ARYA","450","2018-12-12","2020-11-06","0","NULL","NULL"
"ARYAU","433","2018-10-05","2020-07-02","0","NULL","NULL"
"ARYAW","186","2018-12-12","2020-07-02","0","NULL","NULL"
"ARYB","64","2020-07-30","2020-11-04","0","NULL","NULL"
"ARYBU","102","2020-06-05","2020-11-04","0","NULL","NULL"
"ARYBW","64","2020-07-30","2020-11-04","0","NULL","NULL"
"ASA","5750","1998-01-02","2020-11-05","12","2014-01-28","2017-03-31"
"ASB","5750","1998-01-02","2020-11-05","31","2009-04-16","2020-10-22"
"ASC","1831","2013-08-01","2020-11-05","30","2013-08-26","2020-11-04"
"ASCMA","2769","2008-09-18","2020-01-07","34","2009-08-18","2019-05-14"
"ASET","1253","2015-11-24","2020-11-13","0","NULL","NULL"
"ASFI","5723","1998-01-02","2020-09-29","31","2009-08-04","2017-08-09"
"ASG","5750","1998-01-02","2020-11-05","0","NULL","NULL"
"ASGN","5750","1998-01-02","2020-11-05","46","2009-08-05","2020-10-28"
"ASH","5750","1998-01-02","2020-11-05","46","2009-07-24","2020-11-10"
"ASIX","1032","2016-10-03","2020-11-05","16","2016-11-10","2020-10-30"
"ASLN","634","2018-05-04","2020-11-06","5","2019-11-11","2020-11-09"
"ASM","3764","2005-11-21","2020-11-03","38","2011-11-30","2020-11-09"
"ASMB","2495","2010-12-17","2020-11-13","26","2014-08-14","2020-11-05"
"ASML","5756","1998-01-02","2020-11-13","45","2009-07-15","2020-04-15"
"ASNA","5756","1998-01-02","2020-11-13","34","2011-03-02","2019-06-10"
"ASND","1462","2015-01-28","2020-11-13","23","2015-05-18","2020-11-11"
"ASNS","332","2017-11-16","2019-08-21","4","2018-05-10","2019-03-11"
"ASPN","1614","2014-06-13","2020-11-06","25","2014-08-07","2020-10-29"
"ASPS","2840","2009-08-06","2020-11-13","44","2009-11-11","2020-10-29"
"ASPU","2008","2012-11-26","2020-11-13","25","2014-09-15","2020-09-14"
"ASR","5060","2000-09-28","2020-11-06","46","2009-07-27","2020-10-22"
"ASRT","4251","2003-12-17","2020-11-06","24","2014-03-12","2020-11-06"
"ASRV","5556","1998-01-02","2020-01-31","39","2009-07-14","2019-01-22"
"ASRVP","5649","1998-06-03","2020-11-13","0","NULL","NULL"
"AST","1245","2014-07-21","2019-08-21","17","2014-11-10","2018-11-09"
"ASTC","5756","1998-01-02","2020-11-13","37","2009-05-13","2018-11-13"
"ASTE","5756","1998-01-02","2020-11-13","48","2009-07-20","2020-11-04"
"ASUR","5756","1998-01-02","2020-11-13","45","2009-06-18","2020-11-09"
"ASV","587","2017-05-12","2019-09-11","9","2017-06-22","2019-07-31"
"ASX","5056","2000-10-02","2020-11-05","44","2009-07-31","2020-07-31"
"ASYS","5756","1998-01-02","2020-11-13","46","2009-05-11","2020-08-06"
"AT","2751","2009-12-03","2020-11-05","40","2010-11-10","2020-11-09"
"ATAC","235","2017-09-07","2018-08-13","0","NULL","NULL"
"ATACR","160","2017-09-07","2018-08-22","0","NULL","NULL"
"ATACU","77","2017-09-20","2018-08-22","0","NULL","NULL"
"ATAI","3076","2008-01-29","2020-04-16","39","2009-05-13","2018-11-08"
"ATAX","5756","1998-01-02","2020-11-13","38","2011-05-10","2020-11-03"
"ATCX","440","2019-01-23","2020-11-04","3","2020-05-11","2020-11-09"
"ATCXW","354","2019-02-13","2020-11-04","0","NULL","NULL"
"ATEC","3640","2006-06-02","2020-11-13","46","2009-05-04","2020-08-06"
"ATEN","1671","2014-03-21","2020-11-05","24","2014-05-01","2020-10-27"
"ATEST","640","2016-09-26","2019-07-26","0","NULL","NULL"
"ATEX","1451","2015-02-03","2020-11-04","4","2019-08-08","2020-08-06"
"ATGE","5751","1998-01-02","2020-11-06","28","2014-02-04","2020-11-05"
"ATH","985","2016-12-09","2020-11-06","15","2017-03-15","2020-11-03"
"ATHA","34","2020-09-18","2020-11-04","1","2020-11-12","2020-11-12"
"ATHE","4995","2001-01-02","2020-11-06","0","NULL","NULL"
"ATHM","1740","2013-12-11","2020-11-06","27","2014-02-24","2020-08-25"
"ATHN","2868","2007-09-20","2019-02-11","39","2009-08-05","2019-02-14"
"ATHX","3383","2007-06-12","2020-11-13","47","2009-05-07","2020-11-09"
"ATI","5271","1999-11-29","2020-11-06","46","2009-07-22","2020-10-29"
"ATIF","389","2019-05-03","2020-11-13","0","NULL","NULL"
"ATIS","494","2018-04-27","2020-04-14","8","2015-08-14","2017-11-14"
"ATISW","518","2017-01-25","2020-03-06","0","NULL","NULL"
"ATKR","1111","2016-06-10","2020-11-05","17","2016-08-02","2020-08-04"
"ATLC","5428","1999-04-23","2020-11-13","23","2013-05-10","2018-11-14"
"ATLO","5222","2000-02-15","2020-11-13","31","2010-01-25","2018-10-19"
"ATNI","5756","1998-01-02","2020-11-13","45","2009-07-30","2020-10-28"
"ATNM","2255","2011-06-02","2020-11-03","24","2015-05-08","2020-10-23"
"ATNX","863","2017-06-14","2020-11-13","14","2017-08-14","2020-11-05"
"ATO","5750","1998-01-02","2020-11-05","46","2009-08-04","2020-11-11"
"ATOM","1078","2016-08-05","2020-11-13","19","2016-09-19","2020-10-29"
"ATOS","2019","2012-11-08","2020-11-13","26","2013-08-14","2020-08-13"
"ATR","5750","1998-01-02","2020-11-05","43","2009-07-16","2020-07-30"
"ATRA","1532","2014-10-16","2020-11-13","25","2014-11-12","2020-11-09"
"ATRC","3845","2005-08-05","2020-11-11","47","2009-05-05","2020-11-05"
"ATRI","5756","1998-01-02","2020-11-13","39","2009-05-07","2018-11-09"
"ATRO","5756","1998-01-02","2020-11-13","47","2009-05-04","2020-10-30"
"ATRS","5756","1998-01-02","2020-11-13","34","2012-08-08","2020-11-05"
"ATSG","4361","2003-07-23","2020-11-13","48","2009-05-11","2020-10-29"
"ATTO","1537","2014-10-02","2020-11-06","26","2014-11-19","2020-11-11"
"ATTU","5370","1998-01-02","2019-06-28","26","2012-10-31","2019-01-31"
"ATU","4941","2000-07-24","2020-03-13","42","2009-06-17","2019-09-26"
"ATUS","851","2017-06-22","2020-11-05","14","2017-07-27","2020-10-29"
"ATV","3404","2007-05-03","2020-11-05","25","2009-05-13","2017-09-08"
"ATVI","5756","1998-01-02","2020-11-13","47","2009-05-07","2020-10-29"
"ATXI","854","2017-06-27","2020-11-13","14","2017-08-11","2020-11-04"
"AU","5603","1998-08-05","2020-11-06","25","2009-05-15","2020-08-07"
"AUB","5756","1998-01-02","2020-11-13","6","2019-07-18","2020-10-22"
"AUBAP","109","2020-06-03","2020-11-04","0","NULL","NULL"
"AUBN","5756","1998-01-02","2020-11-13","39","2009-07-31","2019-01-29"
"AUDC","5403","1999-05-28","2020-11-13","47","2009-05-05","2020-10-27"
"AUG","2430","2011-03-11","2020-11-03","11","2017-08-10","2020-08-11"
"AUMN","2895","2009-05-07","2020-11-03","35","2010-08-05","2020-11-05"
"AUO","4648","2002-05-23","2020-11-05","40","2009-07-23","2019-07-25"
"AUPH","1557","2014-09-03","2020-11-13","25","2014-11-12","2020-11-10"
"AUTL","600","2018-06-22","2020-11-06","7","2019-05-14","2020-11-05"
"AUTO","5000","2001-01-02","2020-11-13","45","2009-04-23","2020-11-05"
"AUVI","47","2020-08-31","2020-11-04","0","NULL","NULL"
"AUY","4236","2004-01-12","2020-11-05","46","2009-05-05","2020-10-29"
"AVA","5750","1998-01-02","2020-11-05","45","2009-08-05","2020-11-04"
"AVAL","1543","2014-09-23","2020-11-05","23","2014-11-24","2020-08-31"
"AVAV","3480","2007-01-23","2020-11-13","46","2009-06-23","2020-09-09"
"AVB","5750","1998-01-02","2020-11-05","46","2009-07-29","2020-10-28"
"AVCO","949","2016-12-06","2020-11-06","3","2017-05-12","2017-11-14"
"AVCT","816","2017-08-08","2020-11-04","0","NULL","NULL"
"AVCTW","501","2017-08-08","2020-11-04","0","NULL","NULL"
"AVD","5751","1998-01-02","2020-11-06","47","2009-05-07","2020-11-09"
"AVDL","5756","1998-01-02","2020-11-13","30","2014-03-11","2020-11-09"
"AVDR","204","2019-02-14","2020-06-03","6","2019-03-21","2019-11-06"
"AVEO","2690","2010-03-12","2020-11-13","43","2010-04-29","2020-11-09"
"AVGO","2840","2009-08-06","2020-11-13","44","2009-12-03","2020-09-03"
"AVGOP","282","2019-09-25","2020-11-04","0","NULL","NULL"
"AVGR","1460","2015-01-30","2020-11-13","24","2015-03-12","2020-11-10"
"AVH","1572","2013-11-06","2020-02-05","21","2014-05-16","2020-02-28"
"AVHI","3868","2003-05-23","2018-10-02","0","NULL","NULL"
"AVID","5756","1998-01-02","2020-11-13","40","2009-07-23","2020-10-28"
"AVIR","528","2016-01-04","2018-02-13","0","NULL","NULL"
"AVK","4413","2003-04-30","2020-11-05","0","NULL","NULL"
"AVLR","605","2018-06-15","2020-11-06","8","2019-02-12","2020-11-05"
"AVNS","1524","2014-10-21","2020-11-06","20","2015-03-04","2020-11-03"
"AVNW","5756","1998-01-02","2020-11-13","41","2010-02-03","2020-11-05"
"AVP","5541","1998-01-02","2020-02-28","43","2009-05-05","2019-10-31"
"AVRO","601","2018-06-21","2020-11-06","10","2019-02-12","2020-11-05"
"AVT","5750","1998-01-02","2020-11-05","46","2009-08-05","2020-10-28"
"AVTR","379","2019-05-17","2020-11-13","6","2019-08-06","2020-10-27"
"AVX","5596","1998-01-02","2020-04-20","43","2009-07-28","2020-01-23"
"AVXL","3598","2006-08-02","2020-11-13","26","2014-05-15","2020-08-06"
"AVXS","570","2016-02-11","2018-06-07","0","NULL","NULL"
"AVY","5750","1998-01-02","2020-11-05","46","2009-07-30","2020-10-21"
"AVYA","726","2017-12-19","2020-11-05","10","2018-05-10","2020-08-10"
"AWF","5750","1998-01-02","2020-11-05","0","NULL","NULL"
"AWH","5056","2000-10-02","2020-11-04","1","2020-11-12","2020-11-12"
"AWI","3539","2006-10-18","2020-11-06","46","2009-07-30","2020-10-27"
"AWK","3159","2008-04-23","2020-11-05","47","2009-05-05","2020-11-04"
"AWP","3409","2007-04-26","2020-11-05","0","NULL","NULL"
"AWR","5750","1998-01-02","2020-11-05","47","2009-05-11","2020-11-02"
